date,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_unvax,deaths_pvax,deaths_fvax,deaths_boost,deaths_tat,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2021-09-06,272,81,233,52,155,42,36,0,4,143555,200437,3,0,343995,2041,912,0,0,29,21,0,0,21285516,16540713,25,0,37771286,62582,27528,0,0,1284,694,0,0,118613,46952,1,0,19221,128553,2,0,5663,21884,0,0,0,1,0,0,3004,0,0,58,43,0,0,17352,8,20201,252673,1758,7304,4077,5971,0,2654,1451,11349,1562,1099,1555,1451,4330,3461,2187,1371,993,427,142,,,,,,,
2021-07-20,93,10,278,58,196,79,3,0,1,208644,103553,0,0,312197,278,123,0,0,6,2,0,0,10560005,4899623,0,0,15459613,12996,3256,0,0,225,132,0,0,71660,11723,0,0,118129,81600,0,0,18809,10206,0,0,0,0,0,0,0,0,0,46,24,0,0,12366,8,7567,133704,2650,9648,2177,541,0,1564,802,8856,846,670,894,802,3458,2776,1564,1058,579,193,74,,,,,,,
2021-11-17,68,12,61,12,21,2,36,2,3,6490,21582,94553,310,122935,2146,11981,10,0,29,42,0,0,25859976,25377544,1332638,5016,52385489,2646713,2521525,262,2,16605,11751,4,0,5139,17794,92915,308,1101,2352,1565,1,20,794,19,0,228,383,47,0,253,0,0,2,6,7,1,6288,22,4743,66796,139,1458,72,4672,86,1049,225,4185,787,396,653,225,1349,1347,781,708,498,221,68,,,,,,,
2021-12-28,23,4,31,5,14,0,16,1,3,3496,5113,149099,385,158093,1486,1921,52,0,4,7,3,0,26025572,25650233,5770657,14773,57261360,2703936,2623753,1161,5,17318,12476,74,0,2902,3990,120354,313,531,751,19070,64,9,28,9615,8,54,138,35,0,204,10,0,0,2,15,0,2897,192,3434,42363,51,602,14,2099,182,417,137,1957,352,167,250,137,674,611,379,293,226,85,41,,,,,,,
2021-07-18,153,24,236,43,169,63,4,0,2,252620,104252,0,0,356872,714,147,0,0,1,0,0,0,10062392,4641384,0,0,14703761,12163,2906,0,0,212,126,0,0,98543,24927,0,0,134554,69636,0,0,19266,9625,0,0,0,0,0,0,0,0,0,257,64,0,0,10710,12,5778,124594,2164,8630,1626,454,0,1367,639,7633,691,559,808,639,3047,2296,1403,887,483,157,51,,,,,,,
2022-01-02,19,4,18,4,5,0,12,1,3,1376,1538,93892,222,97028,542,521,47,0,3,1,4,0,26038099,25667894,6467537,16042,57988831,2709211,2630594,1480,9,17337,12493,104,0,1092,1019,73435,166,272,339,7703,47,8,17,12727,9,4,31,24,0,120,0,0,0,12,3,0,2882,333,3291,40612,103,582,18,2040,242,401,123,1980,372,144,257,123,666,643,374,297,243,97,32,,,,,,,
2021-09-02,249,80,227,54,138,61,28,0,4,197416,207985,7,0,405408,2001,511,0,0,22,20,0,0,20666734,15777914,11,0,36413223,54886,24564,0,0,1168,579,0,0,160676,86815,1,0,23402,95858,6,0,13208,21605,0,0,0,0,0,0,3684,0,0,130,23,0,0,20988,1,23473,262545,2142,9557,5168,6263,0,3064,1796,13868,1891,1176,1888,1796,5337,4056,2699,1776,1201,506,184,,,,,,,
2021-10-03,118,27,104,23,46,12,46,0,3,99576,119064,7,0,218647,87655,15219,0,0,316,25,0,0,24508284,21307990,297,0,45672862,1720618,122199,0,0,11546,1337,0,0,96454,70760,6,0,2969,13919,1,0,17,33598,0,0,133,0,0,0,773,0,0,3,14,0,0,9066,12,14454,150321,388,2911,1136,5019,0,1624,832,5381,1062,659,965,832,1926,1566,1039,850,666,272,124,,,,,,,
2021-08-18,225,35,278,71,166,85,27,0,3,207682,365299,0,0,572981,1001,651,0,0,27,19,0,0,18050254,11965339,0,0,30015539,36094,15658,0,0,794,310,0,0,33029,187558,0,0,155253,153877,0,0,19311,23825,0,0,0,0,0,0,4,0,0,89,35,0,0,22242,4,19680,254488,2878,11857,7174,3211,0,2988,1624,15125,1584,1214,1774,1624,5694,4639,2918,1874,1034,404,146,,,,,,,
2021-07-22,134,22,266,48,166,92,8,0,2,343580,176984,0,0,520564,626,204,0,0,11,5,0,0,11192852,5247316,0,0,16440153,14354,3662,0,0,246,154,0,0,170602,33419,0,0,152340,132829,0,0,20606,10714,0,0,1,0,0,0,0,0,0,31,22,0,0,13034,25,8436,142052,2589,9648,2653,733,0,1775,864,9161,878,747,1028,864,3538,2743,1721,1159,589,216,73,,,,,,,
2021-11-02,70,15,48,5,21,3,24,0,3,9680,59217,57878,304,127079,3442,42636,15,0,43,108,0,0,25760863,24948289,421374,1610,50947998,2615021,2254227,49,0,16134,10707,1,0,8059,52622,57580,302,1281,3620,262,1,8,2015,0,0,331,154,15,1,785,1,0,1,21,20,0,5071,15,5372,66865,146,1314,182,3539,36,829,175,3291,715,351,478,175,1110,1069,589,523,439,204,72,,,,,,,
2021-10-14,88,22,65,15,32,10,23,0,3,42373,171433,3330,0,217136,27492,90175,0,0,213,536,0,0,25367896,22683893,7061,0,47895436,2396539,550986,0,0,14589,4161,0,0,39037,131994,3306,0,2945,9528,17,0,55,27550,7,0,334,184,0,0,2115,0,0,2,62,0,0,8084,21,12456,101590,352,2323,706,5055,0,1414,545,5019,1047,536,878,545,1746,1497,1031,745,644,274,129,,,,,,,
2021-10-06,105,26,93,23,51,9,33,0,3,115745,104194,41,0,219980,98122,7879,0,0,417,61,0,0,24886561,21628045,567,0,46365241,2036462,141609,0,0,12862,1455,0,0,112231,63543,39,0,3172,13461,2,0,168,24657,0,0,171,0,0,0,2506,0,0,3,27,0,0,9380,13,13045,132179,426,2922,1051,5407,0,1596,761,5888,1064,661,935,761,2093,1773,1102,920,630,324,110,,,,,,,
2021-12-24,25,5,26,5,8,1,17,0,3,2319,4198,138161,366,145044,840,1532,33,0,4,7,1,0,26016762,25636634,5409536,13801,56877411,2700598,2618478,1045,5,17308,12455,67,0,1829,3020,119165,310,440,921,16397,52,6,50,2559,4,44,101,35,0,105,0,0,0,1,5,0,3528,103,4483,46886,94,767,25,2528,208,531,148,2409,420,210,321,148,854,772,440,343,267,111,42,,,,,,,
2021-12-29,36,2,28,6,16,0,12,0,3,3452,5304,181697,226,190679,1629,2067,93,0,5,1,7,0,26029246,25655537,5952354,14999,57452039,2705565,2625820,1254,5,17323,12477,81,0,2982,4149,148731,156,404,789,18639,48,19,47,14259,22,47,96,42,0,222,15,0,0,1,11,0,3683,239,4322,41688,104,725,18,2684,256,490,145,2530,499,192,298,145,880,815,458,377,329,124,46,,,,,,,
2021-10-12,103,26,96,22,46,8,42,0,3,57441,160217,195,0,217853,43167,81786,0,0,185,321,0,0,25268591,22349774,1511,0,47460094,2330198,381886,0,0,14192,3216,0,0,54068,119524,57,0,3142,10671,138,0,72,28061,0,0,158,126,0,0,1812,0,0,1,23,0,0,7276,10,10555,109000,379,2037,768,4470,1,1192,579,4507,908,507,685,579,1546,1383,909,669,523,278,107,,,,,,,
2021-07-23,144,8,289,55,178,100,11,0,2,314845,164712,0,0,479557,586,277,0,0,9,1,0,0,11507697,5412028,0,0,16919710,14940,3939,0,0,255,155,0,0,148873,31862,0,0,146200,122107,0,0,19739,10685,0,0,0,0,0,0,0,0,0,33,58,0,0,15573,32,10094,147387,2214,11442,3342,789,0,2028,1081,10948,1122,849,1179,1081,4326,3263,2039,1320,762,274,86,,,,,,,
2021-07-28,143,14,321,62,207,100,14,0,2,375720,207406,0,0,583126,832,216,0,0,17,0,0,0,13182001,6284196,0,0,19466180,19194,4905,0,0,322,167,0,0,206170,39059,0,0,157331,154718,0,0,12111,13606,0,0,0,0,0,0,2,0,0,108,21,0,0,17405,6,12373,175115,2951,12145,4156,1104,0,2402,1182,12025,1231,955,1447,1182,4598,3631,2224,1572,860,271,100,,,,,,,
2021-09-12,292,106,226,49,135,42,49,0,5,84557,166641,94,0,251292,15102,640,0,0,17,16,0,0,22044812,17725368,180,0,39686595,139725,31497,0,0,1426,839,0,0,69451,74917,50,0,13997,67081,44,0,1033,18629,0,0,0,0,0,0,5998,0,0,76,16,0,0,19198,5,20980,237280,1916,7477,3850,7871,0,2991,1686,12366,1914,1153,1838,1686,4796,3540,2336,1694,1231,509,174,,,,,,,
2021-12-26,19,3,17,3,6,1,10,0,3,880,1566,63370,170,65986,311,523,11,0,1,4,1,0,26018323,25639641,5497243,14061,56969794,2701010,2619604,1066,5,17309,12463,68,0,660,973,53069,118,194,450,8105,44,6,10,2176,6,20,71,18,2,59,0,0,0,3,2,0,2778,129,3539,44821,58,638,12,1952,176,432,120,1855,370,180,252,120,620,578,364,293,219,114,37,,,,,,,
2021-11-23,47,10,49,12,18,3,28,0,3,5518,11198,123312,354,140382,1751,4514,16,0,12,30,0,0,25892242,25453261,1804074,6456,52965147,2657561,2557016,342,3,16748,12020,4,0,4395,8976,120112,336,818,1715,3116,18,158,191,26,0,146,247,55,0,67,0,0,1,2,3,0,5594,24,4908,68626,212,1362,75,4050,107,928,212,3760,677,339,589,212,1191,1154,779,636,435,193,49,,,,,,,
2021-08-01,160,20,326,98,211,101,14,0,3,310766,185732,0,0,496498,649,267,0,0,21,1,0,0,14526173,7099714,0,0,21625863,22589,6033,0,0,416,174,0,0,156484,48818,0,0,141511,124003,0,0,12720,12896,0,0,0,0,0,0,2,0,0,51,13,0,0,17150,1,11326,195275,3000,11255,4710,1185,0,2468,1274,11731,1258,981,1487,1274,4489,3610,2188,1444,845,296,117,,,,,,,
2021-09-25,228,36,159,29,87,27,45,0,3,120216,158536,5,0,278757,91884,1510,0,0,1219,45,0,0,23354635,20086998,219,0,43313057,771730,46514,0,0,7411,1129,0,0,114305,111252,2,0,5287,26922,3,0,557,17998,0,0,67,0,0,0,2348,0,0,0,16,0,0,13899,6,18074,191438,898,5015,1961,6923,0,2276,1176,8648,1546,904,1372,1176,3145,2658,1635,1210,901,481,164,,,,,,,
2021-12-23,44,10,30,4,12,0,18,0,3,3626,5657,173015,395,182693,1495,2202,35,1,23,9,8,0,26014338,25632436,5271375,13435,56732367,2699758,2616946,1012,5,17304,12448,66,0,3133,4437,150449,268,412,848,19106,120,1,67,3409,6,80,114,34,0,191,13,0,0,0,4,1,3510,95,4997,47866,59,751,17,2552,190,527,133,2387,443,235,292,133,824,739,480,344,282,113,48,,,,,,,
2021-11-26,45,10,43,2,12,2,29,0,3,5096,7109,104542,216,116963,1480,2108,11,0,18,26,0,0,25909053,25475987,2168562,7336,53369818,2662664,2564063,382,3,16819,12094,6,0,4009,4908,99003,183,857,1612,5267,32,91,322,171,1,139,211,98,0,55,0,0,0,1,3,0,5501,25,6664,67548,123,1319,54,4018,110,906,196,3722,661,342,564,196,1203,1175,764,580,420,185,56,,,,,,,
2021-12-15,33,4,28,3,9,2,17,0,3,4261,5856,164862,88,175067,1676,1742,25,0,29,18,2,0,25988746,25595610,4146995,11354,55545317,2690646,2604128,794,4,17196,12392,35,0,3497,4202,139617,55,665,1040,23627,29,12,69,1461,3,85,167,43,1,376,0,0,2,2,114,0,3900,19,4552,56991,137,875,24,2858,143,562,139,2720,458,220,342,139,955,837,550,378,289,129,40,,,,,,,
2021-12-31,25,4,17,3,9,1,7,0,2,2792,4774,178680,288,186534,1321,2029,73,0,6,10,11,0,26035991,25665445,6332739,15689,57849311,2708510,2629797,1395,6,17333,12491,98,0,2304,3646,146205,229,451,721,15510,35,5,20,16923,24,32,100,27,0,285,2,0,0,2,13,0,3573,343,3988,41227,141,737,20,2512,304,476,150,2495,424,175,301,150,842,817,457,379,275,113,36,,,,,,,
2021-09-16,346,105,182,39,91,39,52,0,6,66462,154704,1,0,221167,19610,746,0,0,228,21,0,0,22359792,18443469,192,0,40703072,178412,34772,0,0,1746,921,0,0,55585,83005,1,0,10442,45414,0,0,435,23170,0,0,0,0,0,0,3100,0,0,0,15,0,0,18815,7,16939,227123,1627,7026,3830,7959,0,3036,1528,12191,1792,1213,1823,1528,4430,3795,2338,1628,1132,484,176,,,,,,,
2021-09-07,311,93,228,54,152,49,27,0,4,144695,207774,2,0,352471,2065,587,0,0,30,33,0,0,21432724,16748487,27,0,38123757,64668,28115,0,0,1314,727,0,0,122607,41144,0,0,19920,141916,2,0,2126,22136,0,0,0,0,0,0,2513,0,0,42,65,0,0,18547,18,18902,252007,2177,8142,4271,6134,0,2829,1559,12033,1717,1090,1739,1559,4513,3592,2298,1630,1092,462,163,,,,,,,
2021-10-30,44,4,58,15,22,3,33,0,3,7205,51997,21126,107,80435,3083,36863,5,0,109,195,0,0,25733158,24786487,301783,1004,50640032,2604512,2140858,20,0,15999,10363,0,0,5122,43820,21038,104,1863,3199,65,1,0,4251,0,0,217,154,20,2,555,1,0,3,18,2,0,5854,13,6715,69156,274,1582,278,3980,14,1023,266,3779,744,416,607,266,1255,1211,749,564,449,229,66,,,,,,,
2021-09-03,330,93,217,53,135,49,33,0,6,157352,202610,2,0,359964,1772,937,0,0,17,30,0,0,20829992,15980524,13,0,36773187,56689,25501,0,0,1185,609,0,0,125375,63278,1,0,25595,111277,1,0,6293,22126,0,0,0,0,0,0,5906,0,0,89,23,0,0,19378,14,22399,259194,2223,8598,4765,6015,0,2925,1549,12793,1689,1146,1779,1549,4704,3922,2511,1656,1042,449,198,,,,,,,
2022-01-12,15,6,19,1,5,0,13,1,2,2100,3471,255520,252,261343,786,1418,239,0,12,7,7,0,26063367,25702628,8589582,19322,60172153,2719663,2643666,3123,15,17548,12564,160,0,1698,2685,195419,186,353,497,12310,25,22,19,47667,39,27,76,33,0,190,84,2,0,4,7,0,3198,303,3200,39902,164,707,27,2098,366,492,168,2151,368,171,321,168,769,690,399,293,241,96,31,,,,,,,
2021-09-11,592,88,213,49,124,50,39,0,25,96680,190306,46,0,287032,20507,680,0,0,23,34,0,0,21954257,17558727,86,0,39435303,124594,30857,0,0,1409,823,0,0,76610,75912,44,0,18708,87847,2,0,1353,18925,0,0,0,0,0,0,7588,0,0,9,34,0,0,19550,7,21771,239354,2144,8186,4064,7300,0,3009,1650,12772,1797,1171,1838,1650,4695,3888,2554,1635,1150,463,184,,,,,,,
2021-09-01,278,65,268,61,164,55,49,0,3,202131,229614,4,0,431749,1942,666,0,0,23,28,0,0,20465634,15569929,4,0,36007815,52866,24053,0,0,1142,559,0,0,157288,107017,1,0,32097,98254,2,0,12348,21553,0,0,0,0,0,0,2750,0,0,398,40,1,0,18762,5,21073,265279,2107,8298,4977,5487,0,2764,1491,12434,1658,1084,1680,1491,4651,3759,2375,1649,1044,451,163,,,,,,,
2021-10-11,93,16,81,17,31,8,42,0,4,54234,142519,42,0,196795,40201,51175,0,0,160,376,0,0,25209338,22189557,1316,0,47242241,2287021,300100,0,0,14007,2895,0,0,50913,89381,40,0,3032,12012,2,0,87,39131,0,0,201,104,0,0,1862,0,0,1,29,0,0,6709,6,10833,112382,282,1952,669,4087,1,1180,493,4087,912,467,713,493,1314,1273,839,661,523,284,105,,,,,,,
2021-08-05,164,22,313,64,205,90,18,0,3,236184,303187,0,0,539371,715,523,0,0,22,4,0,0,15496827,8180050,0,0,23676850,25626,7793,0,0,482,189,0,0,165051,99304,0,0,66711,190154,0,0,4313,13706,0,0,0,0,0,0,1,0,0,109,22,0,0,20596,34,13893,217063,3084,12260,6610,1726,0,2601,1388,14699,1350,1070,1531,1388,5690,4401,2829,1779,905,344,101,,,,,,,
2021-09-10,341,102,214,48,131,42,41,0,9,120055,198203,4,0,318262,19449,811,0,0,19,18,0,0,21849989,17368421,40,0,39148271,104049,30177,0,0,1382,789,0,0,97160,68925,2,0,19566,100614,2,0,3153,22285,0,0,0,0,0,0,6353,0,0,176,26,0,0,21176,4,21476,242167,2162,8436,4775,7965,0,3345,1814,13607,1986,1362,1983,1814,4997,4141,2640,1829,1197,581,208,,,,,,,
2021-12-22,30,7,19,4,7,0,10,2,2,3311,5041,173522,259,182133,1370,1956,33,0,11,4,4,0,26010521,25626779,5098360,13040,56549674,2698262,2614744,977,4,17281,12439,58,0,2704,3887,149424,201,528,740,20742,50,5,30,3254,7,74,100,47,0,283,26,0,0,1,29,1,3519,100,5118,49397,79,819,28,2503,169,515,163,2369,444,212,303,163,802,774,442,351,265,149,30,,,,,,,
2022-01-09,23,4,17,6,6,1,8,2,3,985,1670,110114,285,113054,328,523,115,0,31,5,4,0,26056349,25692319,7858792,18341,59423545,2717124,2639511,2545,13,17480,12547,130,0,685,1128,79059,236,266,239,7328,21,19,10,23684,28,15,39,23,0,254,1,0,0,0,19,0,2888,323,2714,39933,52,557,15,1970,346,430,160,1945,343,155,275,160,647,609,378,311,241,84,18,,,,,,,
2021-11-21,24,6,46,12,17,1,28,0,3,2762,5318,31150,72,39302,995,2262,9,0,15,32,0,0,25881344,25429514,1585594,5831,52711498,2654267,2546864,311,3,16705,11918,4,0,1821,3556,29627,62,624,1364,1467,10,210,186,12,0,93,145,42,0,66,1,0,14,1,1,0,4854,12,5525,68793,114,1143,53,3569,89,779,189,3260,604,314,465,189,1063,1065,621,511,378,158,68,,,,,,,
2021-08-21,223,35,248,60,155,64,29,0,4,175777,326315,0,0,502092,886,795,0,0,35,28,0,0,18596977,12986184,0,0,31583093,38752,17953,0,0,874,374,0,0,76756,158128,0,0,89247,148050,0,0,9766,20067,0,0,0,0,0,0,10,0,0,8,60,0,0,22262,40,18576,260884,2331,11436,6900,3926,0,3154,1685,14933,1714,1269,1885,1685,5866,4397,2816,1854,1078,470,166,,,,,,,
2021-12-19,19,4,34,5,13,1,20,0,2,1346,2278,77609,205,81438,466,646,23,0,4,2,3,0,25999831,25612165,4618958,11852,56044455,2694242,2609249,879,4,17250,12420,46,0,1091,1586,63018,154,241,325,12004,35,4,28,2543,14,10,41,39,0,296,1,0,0,2,4,2,3108,37,3701,53484,88,688,22,2255,143,451,105,2152,390,182,269,105,746,696,437,273,249,119,22,,,,,,,
2022-01-05,18,3,27,3,10,1,14,2,2,2848,4362,243490,250,250950,1417,1724,182,1,14,5,5,0,26047476,25680741,7157637,16963,58701367,2713496,2635550,1931,13,17385,12513,118,0,2407,3304,206799,187,382,669,11921,40,10,47,24699,23,49,69,45,0,271,16,0,0,2,10,0,3270,252,3195,39745,61,705,16,2237,312,457,158,2197,445,174,283,158,723,726,404,344,273,137,35,,,,,,,
2021-07-16,115,24,214,41,153,58,3,0,3,284002,134328,0,0,418330,728,156,0,0,4,1,0,0,9544952,4404187,0,0,13949124,10461,2526,0,0,204,126,0,0,95937,32111,0,0,165270,102129,0,0,22620,65,0,0,0,0,0,0,1,0,0,175,22,0,0,12541,16,6742,114054,2785,10133,1869,539,0,1467,715,9043,801,627,840,715,3689,2757,1588,1009,559,187,55,,,,,,,
2021-09-05,336,107,249,51,132,65,52,0,7,146007,171237,3,0,317247,1837,544,0,0,22,36,0,0,21138957,16340276,22,0,37427291,60507,26616,0,0,1255,673,0,0,115790,42349,0,0,21399,102354,3,0,8795,19116,0,0,0,0,0,0,7095,0,0,23,323,0,0,20396,8,20573,255794,2347,8851,4669,6876,0,3037,1622,13561,1869,1222,1815,1622,5085,4101,2556,1819,1183,508,178,,,,,,,
2021-12-11,31,7,25,6,8,1,16,0,3,1467,2909,69814,59,74249,380,1232,18,0,5,6,3,0,25973689,25575939,3635053,10972,54999283,2685352,2597790,685,4,17126,12341,26,0,956,1944,51537,25,444,760,17612,33,8,36,539,0,58,59,88,1,110,0,0,1,0,38,0,4626,20,4690,60780,105,1103,39,3339,145,757,192,3113,553,269,488,192,1079,1002,618,414,340,154,59,,,,,,,
2021-11-22,63,13,41,12,17,0,24,0,3,5279,12549,95168,271,113267,1538,5638,15,0,31,72,0,0,25886657,25442063,1680762,6102,52824765,2655806,2552502,326,3,16736,11990,4,0,3955,9797,92540,263,998,2043,2492,8,141,397,38,0,184,278,94,0,34,0,0,1,0,4,0,4885,18,5628,67987,228,1165,48,3579,93,806,200,3205,661,306,500,200,1048,1021,620,516,385,200,76,,,,,,,
2021-12-13,29,8,31,3,15,0,16,0,3,4115,5586,124393,95,134189,1599,1904,41,0,19,15,3,0,25979672,25584085,3825193,11159,55203376,2687439,2600649,745,4,17152,12365,30,0,3421,4100,101972,69,613,985,20731,23,4,138,1578,2,76,153,104,0,210,0,0,1,0,8,1,3504,24,4401,57928,103,796,29,2569,110,551,154,2317,475,237,314,154,776,736,421,384,296,142,37,,,,,,,
2021-10-26,84,20,55,10,20,1,34,0,4,25204,142015,22782,4,190005,14839,112080,2,0,91,296,0,0,25666831,24400234,153435,11,50042016,2571880,1842114,5,0,15671,9513,0,0,22707,129659,22743,4,2206,6154,29,0,5,4905,6,0,257,131,0,0,1132,4,0,29,34,0,0,5726,15,5607,73261,210,1464,299,3955,8,996,263,3656,741,414,582,263,1198,1187,677,594,457,196,88,,,,,,,
2021-10-22,78,17,71,11,29,4,38,0,3,28114,120191,18889,0,167194,17069,89043,0,0,95,256,0,0,25590121,23898124,91294,3,49405010,2529354,1437632,1,0,15358,8222,0,0,25083,106762,18837,0,2720,4201,51,0,8,7032,1,0,288,125,0,0,2052,0,0,15,19,0,0,6630,15,7630,80700,250,1767,426,4431,6,1167,303,4252,851,476,691,303,1389,1377,829,657,522,238,91,,,,,,,
2021-11-08,58,8,53,7,26,3,24,0,3,6694,45993,60313,229,113229,2133,31885,11,0,44,111,0,0,25795660,25120218,665771,2537,51398417,2626026,2358326,166,0,16305,11245,1,0,5312,40961,59700,225,1215,3351,584,4,3,1060,1,0,160,299,18,0,308,0,0,4,14,10,0,4543,15,7348,61763,80,1139,89,3270,45,762,150,2924,667,312,450,150,936,971,565,452,428,185,54,,,,,,,
2021-10-10,64,14,83,18,39,3,41,0,2,33131,104426,5,0,137562,24218,30060,0,0,191,312,0,0,25153242,22047038,1274,0,47045446,2246809,248925,0,0,13846,2519,0,0,30769,59910,3,0,2183,10316,2,0,15,33314,0,0,162,28,0,0,837,0,0,2,21,0,0,7373,2,10959,116599,334,2125,773,4474,1,1346,542,4511,929,551,795,542,1546,1389,851,725,555,256,118,,,,,,,
2021-09-27,258,75,129,17,67,19,43,0,11,176245,162249,5,0,338499,142663,1641,0,0,452,23,0,0,23654989,20411983,231,0,43935499,1008615,49678,0,0,8499,1179,0,0,170105,115516,3,0,5712,22203,2,0,330,23445,0,0,95,0,0,0,1069,0,0,3,16,0,0,10959,12,16430,177564,797,3706,1529,5724,0,1761,947,6804,1356,744,1017,947,2405,2065,1340,994,830,348,178,,,,,,,
2021-11-13,55,11,44,9,15,1,28,0,4,3728,16707,39106,184,59725,1105,9926,17,1,19,97,2,0,25834968,25289619,1042803,3948,51983369,2638961,2469099,221,2,16504,11560,4,0,2402,13515,38083,172,1152,1815,980,11,2,789,0,0,171,190,42,1,392,0,0,1,6,1,0,5809,27,4712,65322,118,1408,94,4224,83,951,178,3839,810,378,573,178,1228,1237,788,586,525,215,70,,,,,,,
2022-01-15,19,6,16,2,7,2,6,1,3,1038,966,168234,368,170606,380,277,220,2,7,1,10,0,26068900,25709658,9259830,20408,60855619,2721731,2646270,3834,20,17595,12573,186,0,801,507,101976,322,208,207,8116,16,19,12,58121,30,10,16,19,0,224,2,0,0,0,0,0,3074,319,2828,40791,134,665,12,2042,355,437,186,2112,311,164,273,186,809,644,353,306,217,74,20,,,,,,,
2021-08-04,257,21,307,79,197,90,20,0,4,243097,273694,0,0,516791,731,494,0,0,15,5,0,0,15260642,7876863,0,0,23137479,24911,7270,0,0,460,185,0,0,179762,78808,0,0,58945,181114,0,0,4373,13683,0,0,0,0,0,0,1,0,0,17,88,0,0,19819,23,12704,210524,2953,12681,5585,1553,0,2737,1380,13795,1359,1142,1595,1380,5288,4312,2511,1684,941,296,122,,,,,,,
2021-09-24,250,49,146,34,74,25,47,0,3,123634,169048,2,0,292684,87771,1340,0,0,1099,18,0,0,23232071,19928462,214,0,43034300,679819,45004,0,0,6183,1084,0,0,116059,120279,1,0,7361,27688,1,0,77,19838,0,0,136,1,0,0,1227,0,0,1,15,0,0,14554,9,16751,195841,1079,5045,2268,7241,0,2334,1278,9269,1528,918,1416,1278,3260,2784,1884,1341,966,427,135,,,,,,,
2021-10-29,63,8,59,15,28,3,28,0,3,15612,84597,45784,288,146281,8073,65503,2,0,61,175,0,0,25725398,24734490,280657,897,50559597,2601421,2103995,15,0,15890,10168,0,0,13325,77409,45677,286,2002,4319,81,2,1,1932,1,0,279,196,19,0,711,1,0,5,30,5,0,6060,13,7297,70061,200,1548,262,4223,27,1071,263,3905,757,425,646,263,1311,1231,774,589,458,223,76,,,,,,,
2021-07-29,174,28,289,66,193,78,18,0,2,363346,218787,0,0,582133,881,210,0,0,23,3,0,0,13545351,6502983,0,0,20048313,20076,5115,0,0,345,170,0,0,213035,42109,0,0,136400,163511,0,0,13855,13119,0,0,0,0,0,0,4,0,0,56,44,0,0,17170,32,12930,179181,2423,11875,4188,1107,0,2383,1140,12206,1090,1025,1358,1140,4960,3556,2259,1431,743,261,86,,,,,,,
2021-10-15,89,19,76,16,31,4,41,0,3,37304,138513,10421,0,186238,25323,81635,0,0,198,764,0,0,25407106,22822406,17482,0,48081674,2421881,632621,0,0,14788,4925,0,0,34020,111136,10378,0,3048,8685,30,0,28,16604,13,0,201,127,0,0,1906,0,0,7,55,0,0,7420,17,10145,98776,416,2178,584,4658,0,1342,423,4664,944,553,789,423,1560,1588,849,667,566,286,92,,,,,,,
2022-01-10,18,2,12,2,5,0,7,0,2,2197,3495,222462,375,228529,823,1395,167,1,31,6,15,0,26058766,25695814,8081254,18716,59652074,2717947,2640906,2712,14,17511,12553,145,0,1733,2697,165581,200,415,478,12938,128,6,26,43841,47,43,72,57,0,220,15,0,0,2,30,0,2641,338,2808,39748,73,570,18,1755,298,419,160,1709,334,157,262,160,570,510,351,278,193,91,50,,,,,,,
2021-10-25,92,11,70,14,30,6,34,0,3,24083,146934,22346,2,193365,15008,118621,2,0,83,391,0,0,25640495,24258219,130653,7,49852011,2557033,1730034,3,0,15580,9217,0,0,21640,134989,22328,2,2151,4356,13,0,4,6111,5,0,279,126,0,0,1339,0,0,9,13,0,0,4782,15,7414,73226,109,1326,257,3190,9,928,227,2944,651,370,558,227,957,946,574,467,407,195,49,,,,,,,
