date,cases_new,cases_active,deaths_new,admitted_covid,hosp_covid,icu_covid,vent_covid,rtk_ag,pcr,daily_partial,daily_full,daily_booster,cumul_partial,cumul_full,cumul_booster,cases_new_lag7,cases_new_lag14,cases_active_lag7,cases_active_lag14,admitted_covid_lag7,admitted_covid_lag14,hosp_covid_lag7,hosp_covid_lag14,icu_covid_lag7,icu_covid_lag14,vent_covid_lag7,vent_covid_lag14,rtk_ag_lag7,rtk_ag_lag14,pcr_lag7,pcr_lag14,daily_partial_lag7,daily_partial_lag14,daily_full_lag7,daily_full_lag14,daily_booster_lag7,daily_booster_lag14,cumul_partial_lag7,cumul_partial_lag14,cumul_full_lag7,cumul_full_lag14,cumul_booster_lag7,cumul_booster_lag14
2021-12-20,2589,52220,43.0,279.0,2921.0,379.0,210.0,114220,31012,3393.0,4773.0,141743.0,26003440.0,25616938.0,4760701.0,3504.0,4262.0,57928.0,60331.0,432.0,488.0,3526.0,3774.0,408.0,463.0,206.0,249.0,127822.0,130045.0,32539.0,30662.0,4115.0,4934.0,5586.0,7040.0,124393.0,90586.0,25979672.0,25951987.0,25584085.0,25542793.0,3825193.0,3078760.0
2022-01-08,3251,39782,11.0,363.0,2547.0,253.0,115.0,65561,27678,1275.0,1316.0,125301.0,26055110.0,25690649.0,7748678.0,3386.0,3160.0,41040.0,45601.0,367.0,344.0,2621.0,2656.0,273.0,324.0,159.0,175.0,48473.0,56395.0,23214.0,27003.0,544.0,529.0,911.0,1441.0,40906.0,24337.0,26036603.0,26017384.0,25666356.0,25638075.0,6373645.0,5433873.0
2021-11-07,4343,64626,35.0,607.0,3929.0,554.0,272.0,85039,19715,3747.0,14874.0,22718.0,25788658.0,25074225.0,605458.0,4979.0,5666.0,67972.0,75950.0,674.0,658.0,4839.0,5129.0,562.0,603.0,326.0,300.0,75241.0,70615.0,18888.0,19683.0,6557.0,11469.0,44110.0,112265.0,16999.0,8627.0,25740121.0,25615073.0,24830597.0,24111285.0,318782.0,108307.0
2021-10-01,11889,160417,121.0,1245.0,7360.0,893.0,484.0,100825,37382,105852.0,143609.0,21.0,24313270.0,21057527.0,284.0,14554.0,17577.0,195841.0,221343.0,1365.0,1627.0,8731.0,10414.0,1031.0,1160.0,584.0,702.0,96182.0,66469.0,45678.0,40675.0,123634.0,81272.0,169048.0,182604.0,2.0,6.0,23232071.0,22444561.0,19928462.0,18626073.0,214.0,198.0
2021-08-20,23564,257421,233.0,2263.0,14045.0,1449.0,852.0,76593,81270,173525.0,342011.0,0.0,18421190.0,12659869.0,0.0,21468.0,20889.0,241190.0,221398.0,2380.0,2695.0,14456.0,14049.0,1479.0,1491.0,875.0,932.0,84595.0,79737.0,83098.0,77875.0,186163.0,205541.0,311620.0,266155.0,0.0,0.0,17111032.0,15702369.0,10341599.0,8446205.0,0.0,0.0
2021-11-20,5859,69488,41.0,647.0,4529.0,532.0,261.0,63460,27669,3205.0,6775.0,38492.0,25878516.0,25424196.0,1554444.0,5809.0,4701.0,65322.0,65508.0,700.0,564.0,4600.0,4402.0,527.0,544.0,277.0,280.0,68890.0,62833.0,28254.0,27663.0,3728.0,5023.0,16707.0,14078.0,39106.0,25809.0,25834968.0,25784709.0,25289619.0,25059351.0,1042803.0,582740.0
2021-08-06,20889,221398,160.0,2695.0,14049.0,1491.0,932.0,79737,77875,205541.0,266155.0,0.0,15702369.0,8446205.0,0.0,16840.0,15573.0,183708.0,147387.0,2198.0,2071.0,12919.0,11398.0,1538.0,1356.0,901.0,739.0,72807.0,75750.0,81791.0,80693.0,333244.0,314845.0,203247.0,164712.0,0.0,0.0,13878595.0,11507697.0,6706230.0,5412028.0,0.0,0.0
2021-10-31,4979,67972,36.0,674.0,4839.0,562.0,326.0,75241,18888,6557.0,44110.0,16999.0,25740121.0,24830597.0,318782.0,5666.0,6145.0,75950.0,93517.0,658.0,801.0,5129.0,5760.0,603.0,688.0,300.0,348.0,70615.0,69974.0,19683.0,18708.0,11469.0,17050.0,112265.0,123021.0,8627.0,2732.0,25615073.0,25442580.0,24111285.0,23063721.0,108307.0,23841.0
2021-11-14,5162,65420,45.0,635.0,4637.0,524.0,265.0,77254,23164,3591.0,11605.0,31552.0,25838979.0,25301224.0,1074355.0,4343.0,4979.0,64626.0,67972.0,607.0,674.0,3929.0,4839.0,554.0,562.0,272.0,326.0,85039.0,75241.0,19715.0,18888.0,3747.0,6557.0,14874.0,44110.0,22718.0,16999.0,25788658.0,25740121.0,25074225.0,24830597.0,605458.0,318782.0
2021-11-06,4701,65508,54.0,564.0,4402.0,544.0,280.0,62833,27663,5023.0,14078.0,25809.0,25784709.0,25059351.0,582740.0,5854.0,5828.0,69156.0,77308.0,674.0,738.0,4735.0,5051.0,570.0,619.0,293.0,296.0,69825.0,69350.0,25704.0,26648.0,7205.0,11991.0,51997.0,100896.0,21126.0,8386.0,25733158.0,25602704.0,24786487.0,23999020.0,301783.0,99680.0
2021-07-26,14516,165842,207.0,1793.0,12247.0,1354.0,786.0,91232,57971,343007.0,195808.0,0.0,12439463.0,5870734.0,0.0,10972.0,8574.0,128998.0,91273.0,1620.0,1438.0,11375.0,8857.0,1330.0,1391.0,737.0,739.0,73269.0,63357.0,60676.0,55320.0,288969.0,272047.0,154686.0,163157.0,0.0,0.0,10351361.0,8379119.0,4796070.0,3772687.0,0.0,0.0
2022-01-11,3175,39919,27.0,358.0,2420.0,229.0,99.0,89839,30646,2231.0,3343.0,252808.0,26061077.0,25699157.0,8334062.0,2842.0,2897.0,39688.0,42363.0,358.0,410.0,2572.0,2612.0,252.0,302.0,134.0,169.0,103150.0,95913.0,37867.0,34055.0,2944.0,3496.0,4297.0,5113.0,239482.0,149099.0,26044357.0,26025572.0,25676379.0,25650233.0,6914147.0,5770657.0
2021-12-07,4965,60413,66.0,537.0,3773.0,445.0,240.0,107691,42531,4792.0,7325.0,117612.0,25957136.0,25550118.0,3196372.0,4879.0,5594.0,65154.0,68626.0,620.0,717.0,4093.0,4462.0,512.0,532.0,252.0,266.0,105200.0,104326.0,40665.0,37018.0,4838.0,5518.0,9225.0,11198.0,125271.0,123312.0,25924368.0,25892242.0,25501979.0,25453261.0,2480665.0,1804074.0
2021-07-21,11985,137588,199.0,1737.0,11255.0,1332.0,742.0,75243,62050,289267.0,170709.0,0.0,10849272.0,5070332.0,0.0,11618.0,7097.0,101360.0,74345.0,1761.0,1406.0,9320.0,8123.0,1253.0,1288.0,698.0,701.0,71575.0,42534.0,70069.0,59879.0,295432.0,218932.0,164208.0,176703.0,0.0,0.0,8942999.0,7241452.0,4108435.0,3098688.0,0.0,0.0
2021-08-11,20780,233361,211.0,2473.0,14365.0,1489.0,879.0,95214,75278,245288.0,275048.0,0.0,16706137.0,9695648.0,0.0,19819.0,17405.0,210524.0,175115.0,2420.0,1920.0,13972.0,12460.0,1484.0,1477.0,910.0,838.0,83348.0,77798.0,74537.0,73500.0,243097.0,375720.0,273694.0,207406.0,0.0,0.0,15260642.0,13182001.0,7876863.0,6284196.0,0.0,0.0
2021-10-16,7509,96666,88.0,862.0,5576.0,694.0,344.0,78217,27311,16464.0,118294.0,3627.0,25424278.0,22940700.0,21109.0,8743.0,10915.0,120249.0,155827.0,987.0,1081.0,6541.0,7172.0,777.0,883.0,418.0,480.0,67260.0,67827.0,28749.0,34369.0,41138.0,92890.0,110924.0,131399.0,22.0,6.0,25119274.0,24407935.0,21942612.0,21188926.0,1269.0,290.0
2021-07-19,10972,128998,129.0,1620.0,11375.0,1330.0,737.0,73269,60676,288969.0,154686.0,0.0,10351361.0,4796070.0,0.0,8574.0,6387.0,91273.0,69448.0,1438.0,1244.0,8857.0,7802.0,1391.0,1228.0,739.0,652.0,63357.0,44941.0,55320.0,41819.0,272047.0,206650.0,163157.0,121573.0,0.0,0.0,8379119.0,6805355.0,3772687.0,2782600.0,0.0,0.0
2021-08-16,19740,249280,274.0,1996.0,14753.0,1430.0,889.0,96219,63938,191494.0,335716.0,0.0,17643000.0,11249387.0,0.0,17236.0,15764.0,227233.0,199053.0,2076.0,2140.0,14070.0,13636.0,1537.0,1451.0,900.0,898.0,96021.0,89014.0,57541.0,57262.0,203675.0,237175.0,285056.0,252423.0,0.0,0.0,16283595.0,14763348.0,9218576.0,7352137.0,0.0,0.0
2021-10-23,5828,77308,42.0,738.0,5051.0,619.0,296.0,69350,26648,11991.0,100896.0,8386.0,25602704.0,23999020.0,99680.0,7509.0,8743.0,96666.0,120249.0,862.0,987.0,5576.0,6541.0,694.0,777.0,344.0,418.0,78217.0,67260.0,27311.0,28749.0,16464.0,41138.0,118294.0,110924.0,3627.0,22.0,25424278.0,25119274.0,22940700.0,21942612.0,21109.0,1269.0
2021-12-05,4298,62001,40.0,466.0,3453.0,471.0,264.0,70675,24428,1760.0,3432.0,52202.0,25946490.0,25535753.0,2988174.0,4239.0,4854.0,66456.0,68793.0,538.0,560.0,3798.0,4449.0,519.0,541.0,261.0,267.0,70390.0,69282.0,21549.0,21779.0,2185.0,2762.0,3838.0,5318.0,37880.0,31150.0,25914134.0,25881344.0,25485475.0,25429514.0,2255007.0,1585594.0
2021-10-24,5666,75950,46.0,658.0,5129.0,603.0,300.0,70615,19683,11469.0,112265.0,8627.0,25615073.0,24111285.0,108307.0,6145.0,7373.0,93517.0,116599.0,801.0,989.0,5760.0,6492.0,688.0,759.0,348.0,408.0,69974.0,67441.0,18708.0,24980.0,17050.0,33131.0,123021.0,104426.0,2732.0,5.0,25442580.0,25153242.0,23063721.0,22047038.0,23841.0,1274.0
2021-12-30,3997,41667,34.0,395.0,2621.0,281.0,155.0,80034,28452,3497.0,5134.0,201705.0,26032914.0,25660671.0,6154059.0,3510.0,4262.0,47866.0,56231.0,407.0,423.0,2713.0,3296.0,330.0,384.0,180.0,198.0,87440.0,91581.0,29044.0,33616.0,3626.0,4474.0,5657.0,6690.0,173015.0,166403.0,26014338.0,25993480.0,25632436.0,25602300.0,5271375.0,4313398.0
2021-07-25,17045,160904,92.0,1982.0,12022.0,1438.0,801.0,52772,67047,292629.0,125179.0,0.0,12096456.0,5674926.0,0.0,10710.0,9105.0,124594.0,87843.0,1719.0,1579.0,10378.0,8709.0,1317.0,1332.0,734.0,720.0,50242.0,39886.0,59769.0,55263.0,252620.0,194841.0,104252.0,103497.0,0.0,0.0,10062392.0,8107072.0,4641384.0,3609530.0,0.0,0.0
2021-11-10,6243,62893,59.0,704.0,4467.0,544.0,280.0,121900,35934,8238.0,40143.0,87629.0,25813132.0,25192315.0,832657.0,5291.0,6148.0,67163.0,71716.0,664.0,709.0,4677.0,4952.0,546.0,562.0,286.0,292.0,92954.0,102113.0,30027.0,32248.0,8675.0,19727.0,45227.0,128670.0,65657.0,28294.0,25770013.0,25687881.0,24993516.0,24528904.0,487031.0,181729.0
2021-11-24,5755,69262,37.0,676.0,4426.0,506.0,270.0,103869,36991,5435.0,9146.0,128639.0,25897735.0,25462407.0,1932713.0,6288.0,6243.0,66796.0,62893.0,678.0,704.0,4636.0,4467.0,536.0,544.0,251.0,280.0,105970.0,121900.0,35193.0,35934.0,6490.0,8238.0,21582.0,40143.0,94553.0,87629.0,25859976.0,25813132.0,25377544.0,25192315.0,1332638.0,832657.0
2021-07-15,13215,108370,110.0,1626.0,9606.0,1206.0,716.0,77701,74255,317950.0,161424.0,0.0,9260949.0,4269859.0,0.0,8868.0,6988.0,77276.0,65454.0,1424.0,1385.0,8171.0,7127.0,1289.0,1204.0,711.0,619.0,46348.0,43219.0,60158.0,54811.0,230116.0,183763.0,160734.0,86646.0,0.0,0.0,7471568.0,6148466.0,3259422.0,2429925.0,0.0,0.0
2021-12-01,5439,63741,49.0,635.0,4070.0,500.0,258.0,97716,35787,4870.0,8674.0,133482.0,25930077.0,25510653.0,2614147.0,5755.0,6288.0,69262.0,66796.0,676.0,678.0,4426.0,4636.0,506.0,536.0,270.0,251.0,103869.0,105970.0,36991.0,35193.0,5435.0,6490.0,9146.0,21582.0,128639.0,94553.0,25897735.0,25859976.0,25462407.0,25377544.0,1932713.0,1332638.0
2021-09-23,13754,198288,116.0,1372.0,8829.0,1073.0,607.0,95700,47797,139345.0,209201.0,2.0,23107210.0,19759414.0,212.0,18815.0,19307.0,227123.0,242808.0,1687.0,2152.0,10537.0,11637.0,1182.0,1271.0,695.0,732.0,47522.0,77259.0,48838.0,66662.0,66462.0,145683.0,154704.0,208274.0,1.0,2.0,22359792.0,21723581.0,18443469.0,17170218.0,192.0,36.0
2021-10-18,5434,90444,72.0,1369.0,5933.0,679.0,347.0,127751,28023,33121.0,175027.0,9232.0,25476965.0,23238748.0,33073.0,6709.0,8075.0,112382.0,142864.0,882.0,992.0,6464.0,7031.0,756.0,863.0,397.0,458.0,128940.0,141200.0,32291.0,35180.0,54234.0,130194.0,142519.0,106832.0,42.0,122.0,25209338.0,24640014.0,22189557.0,21414822.0,1316.0,419.0
2021-09-17,17577,221343,387.0,1627.0,10414.0,1160.0,702.0,66469,40675,81272.0,182604.0,6.0,22444561.0,18626073.0,198.0,21176.0,19378.0,242167.0,259194.0,2093.0,1930.0,11492.0,11650.0,1280.0,1335.0,777.0,756.0,69731.0,77745.0,62490.0,69765.0,120055.0,157352.0,198203.0,202610.0,4.0,2.0,21849989.0,20829992.0,17368421.0,15980524.0,40.0,13.0
